dt,AverageTemperature,City,Latitude,Longitude
1891-06-01,25.609,Bangalore,12.05N,77.26E
1891-07-01,24.323,Bangalore,12.05N,77.26E
1891-08-01,24.767,Bangalore,12.05N,77.26E
1891-09-01,25.177,Bangalore,12.05N,77.26E
1891-10-01,24.129,Bangalore,12.05N,77.26E
1891-11-01,23.283,Bangalore,12.05N,77.26E
1891-12-01,22.712,Bangalore,12.05N,77.26E
1892-01-01,22.483,Bangalore,12.05N,77.26E
1892-02-01,24.755,Bangalore,12.05N,77.26E
1892-03-01,27.35,Bangalore,12.05N,77.26E
1892-04-01,28.046,Bangalore,12.05N,77.26E
1892-05-01,27.267,Bangalore,12.05N,77.26E
1892-06-01,25.287,Bangalore,12.05N,77.26E
1892-07-01,23.978,Bangalore,12.05N,77.26E
1892-08-01,23.423,Bangalore,12.05N,77.26E
1892-09-01,23.894,Bangalore,12.05N,77.26E
1892-10-01,23.867,Bangalore,12.05N,77.26E
1892-11-01,22.931,Bangalore,12.05N,77.26E
1892-12-01,21.827,Bangalore,12.05N,77.26E
1893-01-01,22.426,Bangalore,12.05N,77.26E
1893-02-01,24.406,Bangalore,12.05N,77.26E
1893-03-01,26.435,Bangalore,12.05N,77.26E
1893-04-01,27.571,Bangalore,12.05N,77.26E
1893-05-01,26.628,Bangalore,12.05N,77.26E
1893-06-01,24.717,Bangalore,12.05N,77.26E
1893-07-01,23.653,Bangalore,12.05N,77.26E
1893-08-01,24.158,Bangalore,12.05N,77.26E
1893-09-01,24.265,Bangalore,12.05N,77.26E
1893-10-01,23.944,Bangalore,12.05N,77.26E
1893-11-01,23.03,Bangalore,12.05N,77.26E
1893-12-01,21.379,Bangalore,12.05N,77.26E
1894-01-01,22.564,Bangalore,12.05N,77.26E
1894-02-01,24.605,Bangalore,12.05N,77.26E
1894-03-01,27.451,Bangalore,12.05N,77.26E
1894-04-01,27.661,Bangalore,12.05N,77.26E
1894-05-01,27.47,Bangalore,12.05N,77.26E
1894-06-01,25.305,Bangalore,12.05N,77.26E
1894-07-01,24.32,Bangalore,12.05N,77.26E
1894-08-01,24.054,Bangalore,12.05N,77.26E
1894-09-01,24.198,Bangalore,12.05N,77.26E
1894-10-01,24.187,Bangalore,12.05N,77.26E
1894-11-01,22.794,Bangalore,12.05N,77.26E
1894-12-01,22.385,Bangalore,12.05N,77.26E
1895-01-01,22.836,Bangalore,12.05N,77.26E
1895-02-01,24.518,Bangalore,12.05N,77.26E
1895-03-01,27.026,Bangalore,12.05N,77.26E
1895-04-01,27.555,Bangalore,12.05N,77.26E
1895-05-01,27.789,Bangalore,12.05N,77.26E
1895-06-01,25.843,Bangalore,12.05N,77.26E
1895-07-01,23.623,Bangalore,12.05N,77.26E
1895-08-01,24.202,Bangalore,12.05N,77.26E
1895-09-01,24.697,Bangalore,12.05N,77.26E
1895-10-01,23.996,Bangalore,12.05N,77.26E
1895-11-01,23.577,Bangalore,12.05N,77.26E
1895-12-01,21.737,Bangalore,12.05N,77.26E
1896-01-01,22.252,Bangalore,12.05N,77.26E
1896-02-01,24.599,Bangalore,12.05N,77.26E
1896-03-01,27.166,Bangalore,12.05N,77.26E
1896-04-01,28.948,Bangalore,12.05N,77.26E
1896-05-01,27.963,Bangalore,12.05N,77.26E
1896-06-01,25.216,Bangalore,12.05N,77.26E
1896-07-01,24.633,Bangalore,12.05N,77.26E
1896-08-01,23.948,Bangalore,12.05N,77.26E
1896-09-01,25.109,Bangalore,12.05N,77.26E
1896-10-01,24.77,Bangalore,12.05N,77.26E
1896-11-01,23.937,Bangalore,12.05N,77.26E
1896-12-01,22.844,Bangalore,12.05N,77.26E
1897-01-01,23.442,Bangalore,12.05N,77.26E
1897-02-01,25.933,Bangalore,12.05N,77.26E
1897-03-01,27.904,Bangalore,12.05N,77.26E
1897-04-01,28.328,Bangalore,12.05N,77.26E
1897-05-01,28.462,Bangalore,12.05N,77.26E
1897-06-01,25.728,Bangalore,12.05N,77.26E
1897-07-01,24.756,Bangalore,12.05N,77.26E
1897-08-01,24.801,Bangalore,12.05N,77.26E
1897-09-01,24.337,Bangalore,12.05N,77.26E
1897-10-01,24.592,Bangalore,12.05N,77.26E
1897-11-01,23.569,Bangalore,12.05N,77.26E
1897-12-01,21.79,Bangalore,12.05N,77.26E
1898-01-01,22.255,Bangalore,12.05N,77.26E
1898-02-01,24.346,Bangalore,12.05N,77.26E
1898-03-01,26.907,Bangalore,12.05N,77.26E
1898-04-01,28.386,Bangalore,12.05N,77.26E
1898-05-01,27.812,Bangalore,12.05N,77.26E
1898-06-01,25.371,Bangalore,12.05N,77.26E
1898-07-01,24.538,Bangalore,12.05N,77.26E
1898-08-01,24.918,Bangalore,12.05N,77.26E
1898-09-01,24.271,Bangalore,12.05N,77.26E
1898-10-01,24.363,Bangalore,12.05N,77.26E
1898-11-01,22.915,Bangalore,12.05N,77.26E
1898-12-01,22.327,Bangalore,12.05N,77.26E
1899-01-01,22.011,Bangalore,12.05N,77.26E
1899-02-01,24.521,Bangalore,12.05N,77.26E
1899-03-01,26.879,Bangalore,12.05N,77.26E
1899-04-01,26.969,Bangalore,12.05N,77.26E
1899-05-01,27.034,Bangalore,12.05N,77.26E
1899-06-01,25.301,Bangalore,12.05N,77.26E
1899-07-01,25.308,Bangalore,12.05N,77.26E
1899-08-01,24.994,Bangalore,12.05N,77.26E
1899-09-01,24.637,Bangalore,12.05N,77.26E
1899-10-01,24.485,Bangalore,12.05N,77.26E
1899-11-01,23.025,Bangalore,12.05N,77.26E
1899-12-01,21.672,Bangalore,12.05N,77.26E
1900-01-01,23.39,Bangalore,12.05N,77.26E
1900-02-01,25.707,Bangalore,12.05N,77.26E
1900-03-01,27.876,Bangalore,12.05N,77.26E
1900-04-01,28.352,Bangalore,12.05N,77.26E
1900-05-01,28.367,Bangalore,12.05N,77.26E
1900-06-01,25.948,Bangalore,12.05N,77.26E
1900-07-01,24.52,Bangalore,12.05N,77.26E
1900-08-01,24.985,Bangalore,12.05N,77.26E
1900-09-01,24.73,Bangalore,12.05N,77.26E
1900-10-01,24.605,Bangalore,12.05N,77.26E
1900-11-01,23.746,Bangalore,12.05N,77.26E
1900-12-01,23.042,Bangalore,12.05N,77.26E
1901-01-01,23.697,Bangalore,12.05N,77.26E
1901-02-01,25.404,Bangalore,12.05N,77.26E
1901-03-01,26.948,Bangalore,12.05N,77.26E
1901-04-01,28.383,Bangalore,12.05N,77.26E
1901-05-01,27.351,Bangalore,12.05N,77.26E
1901-06-01,25.448,Bangalore,12.05N,77.26E
1901-07-01,24.446,Bangalore,12.05N,77.26E
1901-08-01,24.546,Bangalore,12.05N,77.26E
1901-09-01,25.12,Bangalore,12.05N,77.26E
1901-10-01,24.537,Bangalore,12.05N,77.26E
1901-11-01,23.349,Bangalore,12.05N,77.26E
1901-12-01,21.85,Bangalore,12.05N,77.26E
1902-01-01,22.568,Bangalore,12.05N,77.26E
1902-02-01,24.451,Bangalore,12.05N,77.26E
1902-03-01,27.37,Bangalore,12.05N,77.26E
1902-04-01,28.287,Bangalore,12.05N,77.26E
1902-05-01,28.088,Bangalore,12.05N,77.26E
1902-06-01,25.845,Bangalore,12.05N,77.26E
1902-07-01,24.553,Bangalore,12.05N,77.26E
1902-08-01,24.995,Bangalore,12.05N,77.26E
1902-09-01,24.467,Bangalore,12.05N,77.26E
1902-10-01,24.116,Bangalore,12.05N,77.26E
1902-11-01,23.36,Bangalore,12.05N,77.26E
1902-12-01,22.672,Bangalore,12.05N,77.26E
1903-01-01,23.298,Bangalore,12.05N,77.26E
1903-02-01,25.155,Bangalore,12.05N,77.26E
1903-03-01,27.444,Bangalore,12.05N,77.26E
1903-04-01,28.181,Bangalore,12.05N,77.26E
1903-05-01,27.192,Bangalore,12.05N,77.26E
1903-06-01,25.751,Bangalore,12.05N,77.26E
1903-07-01,24.17,Bangalore,12.05N,77.26E
1903-08-01,24.195,Bangalore,12.05N,77.26E
1903-09-01,24.233,Bangalore,12.05N,77.26E
1903-10-01,23.993,Bangalore,12.05N,77.26E
1903-11-01,22.66,Bangalore,12.05N,77.26E
1903-12-01,21.52,Bangalore,12.05N,77.26E
1904-01-01,22.249,Bangalore,12.05N,77.26E
1904-02-01,23.932,Bangalore,12.05N,77.26E
1904-03-01,26.612,Bangalore,12.05N,77.26E
1904-04-01,28.02,Bangalore,12.05N,77.26E
1904-05-01,26.985,Bangalore,12.05N,77.26E
1904-06-01,24.514,Bangalore,12.05N,77.26E
1904-07-01,23.846,Bangalore,12.05N,77.26E
1904-08-01,24.442,Bangalore,12.05N,77.26E
1904-09-01,24.641,Bangalore,12.05N,77.26E
1904-10-01,24.297,Bangalore,12.05N,77.26E
1904-11-01,23.016,Bangalore,12.05N,77.26E
1904-12-01,21.81,Bangalore,12.05N,77.26E
1905-01-01,22.24,Bangalore,12.05N,77.26E
1905-02-01,24.764,Bangalore,12.05N,77.26E
1905-03-01,27.099,Bangalore,12.05N,77.26E
1905-04-01,27.246,Bangalore,12.05N,77.26E
1905-05-01,27.379,Bangalore,12.05N,77.26E
1905-06-01,25.654,Bangalore,12.05N,77.26E
1905-07-01,25.139,Bangalore,12.05N,77.26E
1905-08-01,24.543,Bangalore,12.05N,77.26E
1905-09-01,24.953,Bangalore,12.05N,77.26E
1905-10-01,24.324,Bangalore,12.05N,77.26E
1905-11-01,23.677,Bangalore,12.05N,77.26E
1905-12-01,21.981,Bangalore,12.05N,77.26E
1906-01-01,23.281,Bangalore,12.05N,77.26E
1906-02-01,25.427,Bangalore,12.05N,77.26E
1906-03-01,26.82,Bangalore,12.05N,77.26E
1906-04-01,28.983,Bangalore,12.05N,77.26E
1906-05-01,28.439,Bangalore,12.05N,77.26E
1906-06-01,25.512,Bangalore,12.05N,77.26E
1906-07-01,24.433,Bangalore,12.05N,77.26E
1906-08-01,24.08,Bangalore,12.05N,77.26E
1906-09-01,24.283,Bangalore,12.05N,77.26E
1906-10-01,24.248,Bangalore,12.05N,77.26E
1906-11-01,23.357,Bangalore,12.05N,77.26E
1906-12-01,22.228,Bangalore,12.05N,77.26E
1907-01-01,22.492,Bangalore,12.05N,77.26E
1907-02-01,24.733,Bangalore,12.05N,77.26E
1907-03-01,26.912,Bangalore,12.05N,77.26E
1907-04-01,26.864,Bangalore,12.05N,77.26E
1907-05-01,27.532,Bangalore,12.05N,77.26E
1907-06-01,25.388,Bangalore,12.05N,77.26E
1907-07-01,24.314,Bangalore,12.05N,77.26E
1907-08-01,23.931,Bangalore,12.05N,77.26E
1907-09-01,24.865,Bangalore,12.05N,77.26E
1907-10-01,24.557,Bangalore,12.05N,77.26E
1907-11-01,23.334,Bangalore,12.05N,77.26E
1907-12-01,22.01,Bangalore,12.05N,77.26E
1908-01-01,22.672,Bangalore,12.05N,77.26E
1908-02-01,24.56,Bangalore,12.05N,77.26E
1908-03-01,26.524,Bangalore,12.05N,77.26E
1908-04-01,28.409,Bangalore,12.05N,77.26E
1908-05-01,27.432,Bangalore,12.05N,77.26E
1908-06-01,25.61,Bangalore,12.05N,77.26E
1908-07-01,23.76,Bangalore,12.05N,77.26E
1908-08-01,24.129,Bangalore,12.05N,77.26E
1908-09-01,24.334,Bangalore,12.05N,77.26E
1908-10-01,24.253,Bangalore,12.05N,77.26E
1908-11-01,22.555,Bangalore,12.05N,77.26E
1908-12-01,21.678,Bangalore,12.05N,77.26E
1909-01-01,22.556,Bangalore,12.05N,77.26E
1909-02-01,24.373,Bangalore,12.05N,77.26E
1909-03-01,27.036,Bangalore,12.05N,77.26E
1909-04-01,27.484,Bangalore,12.05N,77.26E
1909-05-01,26.927,Bangalore,12.05N,77.26E
1909-06-01,25.034,Bangalore,12.05N,77.26E
1909-07-01,23.715,Bangalore,12.05N,77.26E
1909-08-01,23.963,Bangalore,12.05N,77.26E
1909-09-01,23.879,Bangalore,12.05N,77.26E
1909-10-01,24.351,Bangalore,12.05N,77.26E
1909-11-01,23.532,Bangalore,12.05N,77.26E
1909-12-01,22.478,Bangalore,12.05N,77.26E
1910-01-01,22.525,Bangalore,12.05N,77.26E
1910-02-01,24.277,Bangalore,12.05N,77.26E
1910-03-01,26.806,Bangalore,12.05N,77.26E
1910-04-01,28.096,Bangalore,12.05N,77.26E
1910-05-01,27.69,Bangalore,12.05N,77.26E
1910-06-01,24.812,Bangalore,12.05N,77.26E
1910-07-01,24.035,Bangalore,12.05N,77.26E
1910-08-01,23.736,Bangalore,12.05N,77.26E
1910-09-01,23.676,Bangalore,12.05N,77.26E
1910-10-01,23.874,Bangalore,12.05N,77.26E
1910-11-01,22.27,Bangalore,12.05N,77.26E
1910-12-01,21.289,Bangalore,12.05N,77.26E
1911-01-01,22.686,Bangalore,12.05N,77.26E
1911-02-01,23.624,Bangalore,12.05N,77.26E
1911-03-01,26.741,Bangalore,12.05N,77.26E
1911-04-01,27.838,Bangalore,12.05N,77.26E
1911-05-01,27.405,Bangalore,12.05N,77.26E
1911-06-01,25.142,Bangalore,12.05N,77.26E
1911-07-01,24.028,Bangalore,12.05N,77.26E
1911-08-01,24.371,Bangalore,12.05N,77.26E
1911-09-01,25.027,Bangalore,12.05N,77.26E
1911-10-01,24.157,Bangalore,12.05N,77.26E
1911-11-01,23.619,Bangalore,12.05N,77.26E
1911-12-01,22.515,Bangalore,12.05N,77.26E
1912-01-01,22.327,Bangalore,12.05N,77.26E
1912-02-01,25.463,Bangalore,12.05N,77.26E
1912-03-01,27.558,Bangalore,12.05N,77.26E
1912-04-01,28.33,Bangalore,12.05N,77.26E
1912-05-01,28.314,Bangalore,12.05N,77.26E
1912-06-01,25.533,Bangalore,12.05N,77.26E
1912-07-01,24.273,Bangalore,12.05N,77.26E
1912-08-01,24.346,Bangalore,12.05N,77.26E
1912-09-01,24.884,Bangalore,12.05N,77.26E
1912-10-01,24.145,Bangalore,12.05N,77.26E
1912-11-01,23.057,Bangalore,12.05N,77.26E
1912-12-01,21.787,Bangalore,12.05N,77.26E
1913-01-01,22.191,Bangalore,12.05N,77.26E
1913-02-01,24.966,Bangalore,12.05N,77.26E
1913-03-01,27.166,Bangalore,12.05N,77.26E
1913-04-01,28.452,Bangalore,12.05N,77.26E
1913-05-01,27.903,Bangalore,12.05N,77.26E
1913-06-01,25.517,Bangalore,12.05N,77.26E
1913-07-01,24.161,Bangalore,12.05N,77.26E
1913-08-01,24.555,Bangalore,12.05N,77.26E
1913-09-01,25.04,Bangalore,12.05N,77.26E
1913-10-01,24.09,Bangalore,12.05N,77.26E
1913-11-01,23.259,Bangalore,12.05N,77.26E
1913-12-01,22.657,Bangalore,12.05N,77.26E
1914-01-01,22.48,Bangalore,12.05N,77.26E
1914-02-01,24.993,Bangalore,12.05N,77.26E
1914-03-01,27.226,Bangalore,12.05N,77.26E
1914-04-01,27.75,Bangalore,12.05N,77.26E
1914-05-01,28.021,Bangalore,12.05N,77.26E
1914-06-01,25.928,Bangalore,12.05N,77.26E
1914-07-01,24.234,Bangalore,12.05N,77.26E
1914-08-01,24.041,Bangalore,12.05N,77.26E
1914-09-01,24.85,Bangalore,12.05N,77.26E
1914-10-01,24.281,Bangalore,12.05N,77.26E
1914-11-01,23.563,Bangalore,12.05N,77.26E
1914-12-01,22.834,Bangalore,12.05N,77.26E
1915-01-01,23.28,Bangalore,12.05N,77.26E
1915-02-01,25.186,Bangalore,12.05N,77.26E
1915-03-01,27.03,Bangalore,12.05N,77.26E
1915-04-01,28.102,Bangalore,12.05N,77.26E
1915-05-01,28.135,Bangalore,12.05N,77.26E
1915-06-01,26.128,Bangalore,12.05N,77.26E
1915-07-01,24.6,Bangalore,12.05N,77.26E
1915-08-01,24.889,Bangalore,12.05N,77.26E
1915-09-01,24.937,Bangalore,12.05N,77.26E
1915-10-01,24.81,Bangalore,12.05N,77.26E
1915-11-01,23.677,Bangalore,12.05N,77.26E
1915-12-01,21.852,Bangalore,12.05N,77.26E
1916-01-01,22.427,Bangalore,12.05N,77.26E
1916-02-01,24.753,Bangalore,12.05N,77.26E
1916-03-01,27.281,Bangalore,12.05N,77.26E
1916-04-01,28.453,Bangalore,12.05N,77.26E
1916-05-01,27.464,Bangalore,12.05N,77.26E
1916-06-01,24.692,Bangalore,12.05N,77.26E
1916-07-01,24.412,Bangalore,12.05N,77.26E
1916-08-01,24.288,Bangalore,12.05N,77.26E
1916-09-01,24.287,Bangalore,12.05N,77.26E
1916-10-01,24.057,Bangalore,12.05N,77.26E
1916-11-01,23.206,Bangalore,12.05N,77.26E
1916-12-01,21.63,Bangalore,12.05N,77.26E
1917-01-01,22.065,Bangalore,12.05N,77.26E
1917-02-01,24.175,Bangalore,12.05N,77.26E
1917-03-01,26.367,Bangalore,12.05N,77.26E
1917-04-01,27.781,Bangalore,12.05N,77.26E
1917-05-01,26.788,Bangalore,12.05N,77.26E
1917-06-01,24.465,Bangalore,12.05N,77.26E
1917-07-01,24.731,Bangalore,12.05N,77.26E
1917-08-01,24.259,Bangalore,12.05N,77.26E
1917-09-01,24.115,Bangalore,12.05N,77.26E
1917-10-01,23.627,Bangalore,12.05N,77.26E
1917-11-01,23.245,Bangalore,12.05N,77.26E
1917-12-01,21.862,Bangalore,12.05N,77.26E
1918-01-01,22.142,Bangalore,12.05N,77.26E
1918-02-01,23.535,Bangalore,12.05N,77.26E
1918-03-01,26.261,Bangalore,12.05N,77.26E
1918-04-01,27.708,Bangalore,12.05N,77.26E
1918-05-01,26.081,Bangalore,12.05N,77.26E
1918-06-01,24.99,Bangalore,12.05N,77.26E
1918-07-01,25.23,Bangalore,12.05N,77.26E
1918-08-01,24.642,Bangalore,12.05N,77.26E
1918-09-01,24.794,Bangalore,12.05N,77.26E
1918-10-01,25.045,Bangalore,12.05N,77.26E
1918-11-01,24.046,Bangalore,12.05N,77.26E
1918-12-01,22.415,Bangalore,12.05N,77.26E
1919-01-01,23.605,Bangalore,12.05N,77.26E
1919-02-01,25.405,Bangalore,12.05N,77.26E
1919-03-01,26.879,Bangalore,12.05N,77.26E
1919-04-01,28.483,Bangalore,12.05N,77.26E
1919-05-01,27.493,Bangalore,12.05N,77.26E
1919-06-01,25.144,Bangalore,12.05N,77.26E
1919-07-01,24.265,Bangalore,12.05N,77.26E
1919-08-01,24.452,Bangalore,12.05N,77.26E
1919-09-01,24.702,Bangalore,12.05N,77.26E
1919-10-01,24.538,Bangalore,12.05N,77.26E
1919-11-01,23.351,Bangalore,12.05N,77.26E
1919-12-01,22.459,Bangalore,12.05N,77.26E
1920-01-01,22.606,Bangalore,12.05N,77.26E
1920-02-01,25.006,Bangalore,12.05N,77.26E
1920-03-01,27.575,Bangalore,12.05N,77.26E
1920-04-01,27.749,Bangalore,12.05N,77.26E
1920-05-01,27.858,Bangalore,12.05N,77.26E
1920-06-01,25.374,Bangalore,12.05N,77.26E
1920-07-01,24.696,Bangalore,12.05N,77.26E
1920-08-01,24.321,Bangalore,12.05N,77.26E
1920-09-01,24.736,Bangalore,12.05N,77.26E
1920-10-01,24.487,Bangalore,12.05N,77.26E
1920-11-01,23.405,Bangalore,12.05N,77.26E
1920-12-01,22.03,Bangalore,12.05N,77.26E
1921-01-01,23.214,Bangalore,12.05N,77.26E
1921-02-01,24.353,Bangalore,12.05N,77.26E
1921-03-01,27.473,Bangalore,12.05N,77.26E
1921-04-01,27.562,Bangalore,12.05N,77.26E
1921-05-01,28.431,Bangalore,12.05N,77.26E
1921-06-01,25.575,Bangalore,12.05N,77.26E
1921-07-01,24.209,Bangalore,12.05N,77.26E
1921-08-01,24.357,Bangalore,12.05N,77.26E
1921-09-01,24.236,Bangalore,12.05N,77.26E
1921-10-01,24.118,Bangalore,12.05N,77.26E
1921-11-01,22.855,Bangalore,12.05N,77.26E
1921-12-01,22.121,Bangalore,12.05N,77.26E
1922-01-01,22.873,Bangalore,12.05N,77.26E
1922-02-01,24.428,Bangalore,12.05N,77.26E
1922-03-01,27.332,Bangalore,12.05N,77.26E
1922-04-01,28.041,Bangalore,12.05N,77.26E
1922-05-01,27.159,Bangalore,12.05N,77.26E
1922-06-01,25.201,Bangalore,12.05N,77.26E
1922-07-01,24.059,Bangalore,12.05N,77.26E
1922-08-01,24.368,Bangalore,12.05N,77.26E
1922-09-01,24.535,Bangalore,12.05N,77.26E
1922-10-01,24.067,Bangalore,12.05N,77.26E
1922-11-01,23.249,Bangalore,12.05N,77.26E
1922-12-01,21.554,Bangalore,12.05N,77.26E
1923-01-01,22.506,Bangalore,12.05N,77.26E
1923-02-01,24.339,Bangalore,12.05N,77.26E
1923-03-01,26.486,Bangalore,12.05N,77.26E
1923-04-01,28.052,Bangalore,12.05N,77.26E
1923-05-01,27.584,Bangalore,12.05N,77.26E
1923-06-01,25.96,Bangalore,12.05N,77.26E
1923-07-01,23.874,Bangalore,12.05N,77.26E
1923-08-01,24.357,Bangalore,12.05N,77.26E
1923-09-01,24.45,Bangalore,12.05N,77.26E
1923-10-01,24.23,Bangalore,12.05N,77.26E
1923-11-01,23.697,Bangalore,12.05N,77.26E
1923-12-01,22.572,Bangalore,12.05N,77.26E
1924-01-01,22.814,Bangalore,12.05N,77.26E
1924-02-01,24.962,Bangalore,12.05N,77.26E
1924-03-01,27.03,Bangalore,12.05N,77.26E
1924-04-01,28.498,Bangalore,12.05N,77.26E
1924-05-01,28.091,Bangalore,12.05N,77.26E
1924-06-01,25.159,Bangalore,12.05N,77.26E
1924-07-01,24.007,Bangalore,12.05N,77.26E
1924-08-01,24.439,Bangalore,12.05N,77.26E
1924-09-01,24.387,Bangalore,12.05N,77.26E
1924-10-01,24.167,Bangalore,12.05N,77.26E
1924-11-01,23.207,Bangalore,12.05N,77.26E
1924-12-01,21.975,Bangalore,12.05N,77.26E
1925-01-01,22.544,Bangalore,12.05N,77.26E
1925-02-01,24.365,Bangalore,12.05N,77.26E
1925-03-01,26.581,Bangalore,12.05N,77.26E
1925-04-01,28.322,Bangalore,12.05N,77.26E
1925-05-01,26.71,Bangalore,12.05N,77.26E
1925-06-01,25.16,Bangalore,12.05N,77.26E
1925-07-01,24.258,Bangalore,12.05N,77.26E
1925-08-01,24.008,Bangalore,12.05N,77.26E
1925-09-01,24.913,Bangalore,12.05N,77.26E
1925-10-01,24.13,Bangalore,12.05N,77.26E
1925-11-01,23.232,Bangalore,12.05N,77.26E
1925-12-01,22.006,Bangalore,12.05N,77.26E
1926-01-01,22.869,Bangalore,12.05N,77.26E
1926-02-01,24.707,Bangalore,12.05N,77.26E
1926-03-01,27.392,Bangalore,12.05N,77.26E
1926-04-01,27.815,Bangalore,12.05N,77.26E
1926-05-01,28.006,Bangalore,12.05N,77.26E
1926-06-01,26.625,Bangalore,12.05N,77.26E
1926-07-01,24.868,Bangalore,12.05N,77.26E
1926-08-01,24.637,Bangalore,12.05N,77.26E
1926-09-01,24.596,Bangalore,12.05N,77.26E
1926-10-01,24.369,Bangalore,12.05N,77.26E
1926-11-01,23.362,Bangalore,12.05N,77.26E
1926-12-01,22.475,Bangalore,12.05N,77.26E
1927-01-01,23.356,Bangalore,12.05N,77.26E
1927-02-01,25.354,Bangalore,12.05N,77.26E
1927-03-01,27.676,Bangalore,12.05N,77.26E
1927-04-01,28.46,Bangalore,12.05N,77.26E
1927-05-01,27.559,Bangalore,12.05N,77.26E
1927-06-01,25.142,Bangalore,12.05N,77.26E
1927-07-01,23.93,Bangalore,12.05N,77.26E
1927-08-01,24.474,Bangalore,12.05N,77.26E
1927-09-01,24.66,Bangalore,12.05N,77.26E
1927-10-01,24.312,Bangalore,12.05N,77.26E
1927-11-01,23.163,Bangalore,12.05N,77.26E
1927-12-01,22.632,Bangalore,12.05N,77.26E
1928-01-01,23.382,Bangalore,12.05N,77.26E
1928-02-01,24.803,Bangalore,12.05N,77.26E
1928-03-01,26.851,Bangalore,12.05N,77.26E
1928-04-01,28.094,Bangalore,12.05N,77.26E
1928-05-01,28.466,Bangalore,12.05N,77.26E
1928-06-01,25.637,Bangalore,12.05N,77.26E
1928-07-01,24.38,Bangalore,12.05N,77.26E
1928-08-01,24.062,Bangalore,12.05N,77.26E
1928-09-01,24.844,Bangalore,12.05N,77.26E
1928-10-01,24.171,Bangalore,12.05N,77.26E
1928-11-01,23.598,Bangalore,12.05N,77.26E
1928-12-01,22.427,Bangalore,12.05N,77.26E
1929-01-01,22.85,Bangalore,12.05N,77.26E
1929-02-01,24.627,Bangalore,12.05N,77.26E
1929-03-01,26.795,Bangalore,12.05N,77.26E
1929-04-01,27.23,Bangalore,12.05N,77.26E
1929-05-01,27.696,Bangalore,12.05N,77.26E
1929-06-01,25.071,Bangalore,12.05N,77.26E
1929-07-01,24.633,Bangalore,12.05N,77.26E
1929-08-01,24.575,Bangalore,12.05N,77.26E
1929-09-01,24.76,Bangalore,12.05N,77.26E
1929-10-01,24.185,Bangalore,12.05N,77.26E
1929-11-01,23.49,Bangalore,12.05N,77.26E
1929-12-01,22.519,Bangalore,12.05N,77.26E
1930-01-01,22.93,Bangalore,12.05N,77.26E
1930-02-01,24.521,Bangalore,12.05N,77.26E
1930-03-01,27.053,Bangalore,12.05N,77.26E
1930-04-01,27.749,Bangalore,12.05N,77.26E
1930-05-01,26.901,Bangalore,12.05N,77.26E
1930-06-01,25.28,Bangalore,12.05N,77.26E
1930-07-01,24.779,Bangalore,12.05N,77.26E
1930-08-01,24.483,Bangalore,12.05N,77.26E
1930-09-01,24.664,Bangalore,12.05N,77.26E
1930-10-01,23.959,Bangalore,12.05N,77.26E
1930-11-01,23.274,Bangalore,12.05N,77.26E
1930-12-01,22.67,Bangalore,12.05N,77.26E
1931-01-01,23.147,Bangalore,12.05N,77.26E
1931-02-01,25.164,Bangalore,12.05N,77.26E
1931-03-01,27.382,Bangalore,12.05N,77.26E
1931-04-01,28.445,Bangalore,12.05N,77.26E
1931-05-01,28.302,Bangalore,12.05N,77.26E
1931-06-01,26.062,Bangalore,12.05N,77.26E
1931-07-01,24.703,Bangalore,12.05N,77.26E
1931-08-01,24.691,Bangalore,12.05N,77.26E
1931-09-01,24.592,Bangalore,12.05N,77.26E
1931-10-01,24.632,Bangalore,12.05N,77.26E
1931-11-01,23.47,Bangalore,12.05N,77.26E
1931-12-01,22.304,Bangalore,12.05N,77.26E
1932-01-01,22.032,Bangalore,12.05N,77.26E
1932-02-01,24.293,Bangalore,12.05N,77.26E
1932-03-01,26.402,Bangalore,12.05N,77.26E
1932-04-01,27.92,Bangalore,12.05N,77.26E
1932-05-01,26.788,Bangalore,12.05N,77.26E
1932-06-01,25.513,Bangalore,12.05N,77.26E
1932-07-01,24.428,Bangalore,12.05N,77.26E
1932-08-01,24.69,Bangalore,12.05N,77.26E
1932-09-01,24.519,Bangalore,12.05N,77.26E
1932-10-01,24.282,Bangalore,12.05N,77.26E
1932-11-01,23.297,Bangalore,12.05N,77.26E
1932-12-01,21.973,Bangalore,12.05N,77.26E
1933-01-01,22.72,Bangalore,12.05N,77.26E
1933-02-01,24.829,Bangalore,12.05N,77.26E
1933-03-01,26.686,Bangalore,12.05N,77.26E
1933-04-01,27.838,Bangalore,12.05N,77.26E
1933-05-01,26.537,Bangalore,12.05N,77.26E
1933-06-01,25.03,Bangalore,12.05N,77.26E
1933-07-01,24.399,Bangalore,12.05N,77.26E
1933-08-01,24.11,Bangalore,12.05N,77.26E
1933-09-01,24.218,Bangalore,12.05N,77.26E
1933-10-01,23.646,Bangalore,12.05N,77.26E
1933-11-01,23.319,Bangalore,12.05N,77.26E
1933-12-01,21.928,Bangalore,12.05N,77.26E
1934-01-01,22.696,Bangalore,12.05N,77.26E
1934-02-01,24.107,Bangalore,12.05N,77.26E
1934-03-01,26.475,Bangalore,12.05N,77.26E
1934-04-01,27.979,Bangalore,12.05N,77.26E
1934-05-01,28.009,Bangalore,12.05N,77.26E
1934-06-01,25.412,Bangalore,12.05N,77.26E
