dt,AverageTemperature,City,Latitude,Longitude
1955-12-01,24.202,Rio De Janeiro,23.31S,42.82W
1956-01-01,27.443,Rio De Janeiro,23.31S,42.82W
1956-02-01,26.44,Rio De Janeiro,23.31S,42.82W
1956-03-01,26.024,Rio De Janeiro,23.31S,42.82W
1956-04-01,24.75,Rio De Janeiro,23.31S,42.82W
1956-05-01,22.865,Rio De Janeiro,23.31S,42.82W
1956-06-01,22.169,Rio De Janeiro,23.31S,42.82W
1956-07-01,22.287,Rio De Janeiro,23.31S,42.82W
1956-08-01,20.897,Rio De Janeiro,23.31S,42.82W
1956-09-01,22.393,Rio De Janeiro,23.31S,42.82W
1956-10-01,21.481,Rio De Janeiro,23.31S,42.82W
1956-11-01,21.696,Rio De Janeiro,23.31S,42.82W
1956-12-01,23.25,Rio De Janeiro,23.31S,42.82W
1957-01-01,26.195,Rio De Janeiro,23.31S,42.82W
1957-02-01,26.278,Rio De Janeiro,23.31S,42.82W
1957-03-01,26.181,Rio De Janeiro,23.31S,42.82W
1957-04-01,24.844,Rio De Janeiro,23.31S,42.82W
1957-05-01,23.615,Rio De Janeiro,23.31S,42.82W
1957-06-01,23.222,Rio De Janeiro,23.31S,42.82W
1957-07-01,22.429,Rio De Janeiro,23.31S,42.82W
1957-08-01,22.434,Rio De Janeiro,23.31S,42.82W
1957-09-01,21.449,Rio De Janeiro,23.31S,42.82W
1957-10-01,23.386,Rio De Janeiro,23.31S,42.82W
1957-11-01,22.639,Rio De Janeiro,23.31S,42.82W
1957-12-01,25.003,Rio De Janeiro,23.31S,42.82W
1958-01-01,26.546,Rio De Janeiro,23.31S,42.82W
1958-02-01,27.736,Rio De Janeiro,23.31S,42.82W
1958-03-01,26.41,Rio De Janeiro,23.31S,42.82W
1958-04-01,24.801,Rio De Janeiro,23.31S,42.82W
1958-05-01,24.238,Rio De Janeiro,23.31S,42.82W
1958-06-01,23.469,Rio De Janeiro,23.31S,42.82W
1958-07-01,23.483,Rio De Janeiro,23.31S,42.82W
1958-08-01,23.669,Rio De Janeiro,23.31S,42.82W
1958-09-01,22.102,Rio De Janeiro,23.31S,42.82W
1958-10-01,22.751,Rio De Janeiro,23.31S,42.82W
1958-11-01,24.502,Rio De Janeiro,23.31S,42.82W
1958-12-01,25.692,Rio De Janeiro,23.31S,42.82W
1959-01-01,26.393,Rio De Janeiro,23.31S,42.82W
1959-02-01,27.65,Rio De Janeiro,23.31S,42.82W
1959-03-01,26,Rio De Janeiro,23.31S,42.82W
1959-04-01,27.225,Rio De Janeiro,23.31S,42.82W
1959-05-01,24.936,Rio De Janeiro,23.31S,42.82W
1959-06-01,23.219,Rio De Janeiro,23.31S,42.82W
1959-07-01,24.021,Rio De Janeiro,23.31S,42.82W
1959-08-01,22.615,Rio De Janeiro,23.31S,42.82W
1959-09-01,22.839,Rio De Janeiro,23.31S,42.82W
1959-10-01,22.831,Rio De Janeiro,23.31S,42.82W
1959-11-01,23,Rio De Janeiro,23.31S,42.82W
1959-12-01,24.648,Rio De Janeiro,23.31S,42.82W
1960-01-01,25.55,Rio De Janeiro,23.31S,42.82W
1960-02-01,25.859,Rio De Janeiro,23.31S,42.82W
1960-03-01,25.496,Rio De Janeiro,23.31S,42.82W
1960-04-01,24.409,Rio De Janeiro,23.31S,42.82W
1960-05-01,22.956,Rio De Janeiro,23.31S,42.82W
1960-06-01,22.871,Rio De Janeiro,23.31S,42.82W
1960-07-01,22.651,Rio De Janeiro,23.31S,42.82W
1960-08-01,22.702,Rio De Janeiro,23.31S,42.82W
1960-09-01,22.034,Rio De Janeiro,23.31S,42.82W
1960-10-01,24.032,Rio De Janeiro,23.31S,42.82W
1960-11-01,23.071,Rio De Janeiro,23.31S,42.82W
1960-12-01,23.978,Rio De Janeiro,23.31S,42.82W
1961-01-01,25.923,Rio De Janeiro,23.31S,42.82W
1961-02-01,26.616,Rio De Janeiro,23.31S,42.82W
1961-03-01,26.392,Rio De Janeiro,23.31S,42.82W
1961-04-01,25.731,Rio De Janeiro,23.31S,42.82W
1961-05-01,24.231,Rio De Janeiro,23.31S,42.82W
1961-06-01,24.013,Rio De Janeiro,23.31S,42.82W
1961-07-01,23.237,Rio De Janeiro,23.31S,42.82W
1961-08-01,23.312,Rio De Janeiro,23.31S,42.82W
1961-09-01,24.108,Rio De Janeiro,23.31S,42.82W
1961-10-01,23.69,Rio De Janeiro,23.31S,42.82W
1961-11-01,23.998,Rio De Janeiro,23.31S,42.82W
1961-12-01,24.381,Rio De Janeiro,23.31S,42.82W
1962-01-01,25.241,Rio De Janeiro,23.31S,42.82W
1962-02-01,26.096,Rio De Janeiro,23.31S,42.82W
1962-03-01,26.427,Rio De Janeiro,23.31S,42.82W
1962-04-01,24.696,Rio De Janeiro,23.31S,42.82W
1962-05-01,23.38,Rio De Janeiro,23.31S,42.82W
1962-06-01,21.831,Rio De Janeiro,23.31S,42.82W
1962-07-01,21.762,Rio De Janeiro,23.31S,42.82W
1962-08-01,22.01,Rio De Janeiro,23.31S,42.82W
1962-09-01,21.955,Rio De Janeiro,23.31S,42.82W
1962-10-01,21.168,Rio De Janeiro,23.31S,42.82W
1962-11-01,22.89,Rio De Janeiro,23.31S,42.82W
1962-12-01,23.816,Rio De Janeiro,23.31S,42.82W
1963-01-01,26.619,Rio De Janeiro,23.31S,42.82W
1963-02-01,26.241,Rio De Janeiro,23.31S,42.82W
1963-03-01,27.352,Rio De Janeiro,23.31S,42.82W
1963-04-01,25.125,Rio De Janeiro,23.31S,42.82W
1963-05-01,23.533,Rio De Janeiro,23.31S,42.82W
1963-06-01,22.967,Rio De Janeiro,23.31S,42.82W
1963-07-01,22.862,Rio De Janeiro,23.31S,42.82W
1963-08-01,22.661,Rio De Janeiro,23.31S,42.82W
1963-09-01,23.366,Rio De Janeiro,23.31S,42.82W
1963-10-01,22.903,Rio De Janeiro,23.31S,42.82W
1963-11-01,23.889,Rio De Janeiro,23.31S,42.82W
1963-12-01,23.99,Rio De Janeiro,23.31S,42.82W
1964-01-01,24.936,Rio De Janeiro,23.31S,42.82W
1964-02-01,26.208,Rio De Janeiro,23.31S,42.82W
1964-03-01,26.087,Rio De Janeiro,23.31S,42.82W
1964-04-01,25.196,Rio De Janeiro,23.31S,42.82W
1964-05-01,23.602,Rio De Janeiro,23.31S,42.82W
1964-06-01,22.839,Rio De Janeiro,23.31S,42.82W
1964-07-01,21.113,Rio De Janeiro,23.31S,42.82W
1964-08-01,22.529,Rio De Janeiro,23.31S,42.82W
1964-09-01,22.243,Rio De Janeiro,23.31S,42.82W
1964-10-01,21.38,Rio De Janeiro,23.31S,42.82W
1964-11-01,21.886,Rio De Janeiro,23.31S,42.82W
1964-12-01,23.577,Rio De Janeiro,23.31S,42.82W
1965-01-01,24.616,Rio De Janeiro,23.31S,42.82W
1965-02-01,26.38,Rio De Janeiro,23.31S,42.82W
1965-03-01,25.554,Rio De Janeiro,23.31S,42.82W
1965-04-01,25.333,Rio De Janeiro,23.31S,42.82W
1965-05-01,24.298,Rio De Janeiro,23.31S,42.82W
1965-06-01,24.447,Rio De Janeiro,23.31S,42.82W
1965-07-01,22.952,Rio De Janeiro,23.31S,42.82W
1965-08-01,23.196,Rio De Janeiro,23.31S,42.82W
1965-09-01,23.189,Rio De Janeiro,23.31S,42.82W
1965-10-01,22.353,Rio De Janeiro,23.31S,42.82W
1965-11-01,23.486,Rio De Janeiro,23.31S,42.82W
1965-12-01,25.833,Rio De Janeiro,23.31S,42.82W
1966-01-01,26.47,Rio De Janeiro,23.31S,42.82W
1966-02-01,28.005,Rio De Janeiro,23.31S,42.82W
1966-03-01,26.871,Rio De Janeiro,23.31S,42.82W
1966-04-01,24.936,Rio De Janeiro,23.31S,42.82W
1966-05-01,24.302,Rio De Janeiro,23.31S,42.82W
1966-06-01,24.31,Rio De Janeiro,23.31S,42.82W
1966-07-01,23.721,Rio De Janeiro,23.31S,42.82W
1966-08-01,21.911,Rio De Janeiro,23.31S,42.82W
1966-09-01,21.437,Rio De Janeiro,23.31S,42.82W
1966-10-01,22.409,Rio De Janeiro,23.31S,42.82W
1966-11-01,22.876,Rio De Janeiro,23.31S,42.82W
1966-12-01,25.06,Rio De Janeiro,23.31S,42.82W
1967-01-01,25.731,Rio De Janeiro,23.31S,42.82W
1967-02-01,26.998,Rio De Janeiro,23.31S,42.82W
1967-03-01,26.325,Rio De Janeiro,23.31S,42.82W
1967-04-01,25.118,Rio De Janeiro,23.31S,42.82W
1967-05-01,24.602,Rio De Janeiro,23.31S,42.82W
1967-06-01,24.009,Rio De Janeiro,23.31S,42.82W
1967-07-01,22.762,Rio De Janeiro,23.31S,42.82W
1967-08-01,23.552,Rio De Janeiro,23.31S,42.82W
1967-09-01,22.364,Rio De Janeiro,23.31S,42.82W
1967-10-01,23.438,Rio De Janeiro,23.31S,42.82W
1967-11-01,22.646,Rio De Janeiro,23.31S,42.82W
1967-12-01,22.904,Rio De Janeiro,23.31S,42.82W
1968-01-01,25.697,Rio De Janeiro,23.31S,42.82W
1968-02-01,25.328,Rio De Janeiro,23.31S,42.82W
1968-03-01,26.089,Rio De Janeiro,23.31S,42.82W
1968-04-01,23.401,Rio De Janeiro,23.31S,42.82W
1968-05-01,22.14,Rio De Janeiro,23.31S,42.82W
1968-06-01,22.388,Rio De Janeiro,23.31S,42.82W
1968-07-01,22.173,Rio De Janeiro,23.31S,42.82W
1968-08-01,21.247,Rio De Janeiro,23.31S,42.82W
1968-09-01,21.045,Rio De Janeiro,23.31S,42.82W
1968-10-01,21.605,Rio De Janeiro,23.31S,42.82W
1968-11-01,23.574,Rio De Janeiro,23.31S,42.82W
1968-12-01,24.854,Rio De Janeiro,23.31S,42.82W
1969-01-01,26.48,Rio De Janeiro,23.31S,42.82W
1969-02-01,27.429,Rio De Janeiro,23.31S,42.82W
1969-03-01,26.365,Rio De Janeiro,23.31S,42.82W
1969-04-01,24.759,Rio De Janeiro,23.31S,42.82W
1969-05-01,24.676,Rio De Janeiro,23.31S,42.82W
1969-06-01,23.946,Rio De Janeiro,23.31S,42.82W
1969-07-01,22.91,Rio De Janeiro,23.31S,42.82W
1969-08-01,22.422,Rio De Janeiro,23.31S,42.82W
1969-09-01,22.673,Rio De Janeiro,23.31S,42.82W
1969-10-01,21.199,Rio De Janeiro,23.31S,42.82W
1969-11-01,23.58,Rio De Janeiro,23.31S,42.82W
1969-12-01,23.302,Rio De Janeiro,23.31S,42.82W
1970-01-01,25.609,Rio De Janeiro,23.31S,42.82W
1970-02-01,26.879,Rio De Janeiro,23.31S,42.82W
1970-03-01,26.656,Rio De Janeiro,23.31S,42.82W
1970-04-01,25.042,Rio De Janeiro,23.31S,42.82W
1970-05-01,25.036,Rio De Janeiro,23.31S,42.82W
1970-06-01,24.629,Rio De Janeiro,23.31S,42.82W
1970-07-01,22.629,Rio De Janeiro,23.31S,42.82W
1970-08-01,21.879,Rio De Janeiro,23.31S,42.82W
1970-09-01,21.446,Rio De Janeiro,23.31S,42.82W
1970-10-01,21.52,Rio De Janeiro,23.31S,42.82W
1970-11-01,21.834,Rio De Janeiro,23.31S,42.82W
1970-12-01,25.543,Rio De Janeiro,23.31S,42.82W
1971-01-01,26.984,Rio De Janeiro,23.31S,42.82W
1971-02-01,27.552,Rio De Janeiro,23.31S,42.82W
1971-03-01,26.963,Rio De Janeiro,23.31S,42.82W
1971-04-01,25.127,Rio De Janeiro,23.31S,42.82W
1971-05-01,24.066,Rio De Janeiro,23.31S,42.82W
1971-06-01,23.028,Rio De Janeiro,23.31S,42.82W
1971-07-01,23.034,Rio De Janeiro,23.31S,42.82W
1971-08-01,22.36,Rio De Janeiro,23.31S,42.82W
1971-09-01,21.579,Rio De Janeiro,23.31S,42.82W
1971-10-01,21.199,Rio De Janeiro,23.31S,42.82W
1971-11-01,21.905,Rio De Janeiro,23.31S,42.82W
1971-12-01,24.221,Rio De Janeiro,23.31S,42.82W
1972-01-01,25.938,Rio De Janeiro,23.31S,42.82W
1972-02-01,26.29,Rio De Janeiro,23.31S,42.82W
1972-03-01,26.834,Rio De Janeiro,23.31S,42.82W
1972-04-01,24.452,Rio De Janeiro,23.31S,42.82W
1972-05-01,24.709,Rio De Janeiro,23.31S,42.82W
1972-06-01,25.285,Rio De Janeiro,23.31S,42.82W
1972-07-01,23.251,Rio De Janeiro,23.31S,42.82W
1972-08-01,23.156,Rio De Janeiro,23.31S,42.82W
1972-09-01,22.236,Rio De Janeiro,23.31S,42.82W
1972-10-01,22.34,Rio De Janeiro,23.31S,42.82W
1972-11-01,23.535,Rio De Janeiro,23.31S,42.82W
1972-12-01,24.904,Rio De Janeiro,23.31S,42.82W
1973-01-01,27.106,Rio De Janeiro,23.31S,42.82W
1973-02-01,27.972,Rio De Janeiro,23.31S,42.82W
1973-03-01,26.048,Rio De Janeiro,23.31S,42.82W
1973-04-01,26.902,Rio De Janeiro,23.31S,42.82W
1973-05-01,24.283,Rio De Janeiro,23.31S,42.82W
1973-06-01,24.893,Rio De Janeiro,23.31S,42.82W
1973-07-01,24.085,Rio De Janeiro,23.31S,42.82W
1973-08-01,21.986,Rio De Janeiro,23.31S,42.82W
1973-09-01,21.399,Rio De Janeiro,23.31S,42.82W
1973-10-01,21.267,Rio De Janeiro,23.31S,42.82W
1973-11-01,21.781,Rio De Janeiro,23.31S,42.82W
1973-12-01,24.779,Rio De Janeiro,23.31S,42.82W
1974-01-01,25.816,Rio De Janeiro,23.31S,42.82W
1974-02-01,26.74,Rio De Janeiro,23.31S,42.82W
1974-03-01,26.635,Rio De Janeiro,23.31S,42.82W
1974-04-01,24.676,Rio De Janeiro,23.31S,42.82W
1974-05-01,24.413,Rio De Janeiro,23.31S,42.82W
1974-06-01,22.808,Rio De Janeiro,23.31S,42.82W
1974-07-01,22.984,Rio De Janeiro,23.31S,42.82W
1974-08-01,22.557,Rio De Janeiro,23.31S,42.82W
1974-09-01,22.315,Rio De Janeiro,23.31S,42.82W
1974-10-01,21.583,Rio De Janeiro,23.31S,42.82W
1974-11-01,23.224,Rio De Janeiro,23.31S,42.82W
1974-12-01,23.331,Rio De Janeiro,23.31S,42.82W
1975-01-01,24.657,Rio De Janeiro,23.31S,42.82W
1975-02-01,26.531,Rio De Janeiro,23.31S,42.82W
1975-03-01,26.587,Rio De Janeiro,23.31S,42.82W
1975-04-01,23.599,Rio De Janeiro,23.31S,42.82W
1975-05-01,22.976,Rio De Janeiro,23.31S,42.82W
1975-06-01,22.58,Rio De Janeiro,23.31S,42.82W
1975-07-01,21.134,Rio De Janeiro,23.31S,42.82W
1975-08-01,23.531,Rio De Janeiro,23.31S,42.82W
1975-09-01,22.041,Rio De Janeiro,23.31S,42.82W
1975-10-01,21.456,Rio De Janeiro,23.31S,42.82W
1975-11-01,22.833,Rio De Janeiro,23.31S,42.82W
1975-12-01,24.893,Rio De Janeiro,23.31S,42.82W
1976-01-01,26.495,Rio De Janeiro,23.31S,42.82W
1976-02-01,26.045,Rio De Janeiro,23.31S,42.82W
1976-03-01,25.971,Rio De Janeiro,23.31S,42.82W
1976-04-01,25.458,Rio De Janeiro,23.31S,42.82W
1976-05-01,23.691,Rio De Janeiro,23.31S,42.82W
1976-06-01,23.247,Rio De Janeiro,23.31S,42.82W
1976-07-01,22.025,Rio De Janeiro,23.31S,42.82W
1976-08-01,22.231,Rio De Janeiro,23.31S,42.82W
1976-09-01,21.214,Rio De Janeiro,23.31S,42.82W
1976-10-01,21.229,Rio De Janeiro,23.31S,42.82W
1976-11-01,23.143,Rio De Janeiro,23.31S,42.82W
1976-12-01,24.439,Rio De Janeiro,23.31S,42.82W
1977-01-01,26.09,Rio De Janeiro,23.31S,42.82W
1977-02-01,27.824,Rio De Janeiro,23.31S,42.82W
1977-03-01,27.216,Rio De Janeiro,23.31S,42.82W
1977-04-01,25.284,Rio De Janeiro,23.31S,42.82W
1977-05-01,24.276,Rio De Janeiro,23.31S,42.82W
1977-06-01,24.297,Rio De Janeiro,23.31S,42.82W
1977-07-01,25.132,Rio De Janeiro,23.31S,42.82W
1977-08-01,23.42,Rio De Janeiro,23.31S,42.82W
1977-09-01,22.573,Rio De Janeiro,23.31S,42.82W
1977-10-01,22.725,Rio De Janeiro,23.31S,42.82W
1977-11-01,23.232,Rio De Janeiro,23.31S,42.82W
1977-12-01,23.595,Rio De Janeiro,23.31S,42.82W
1978-01-01,26.19,Rio De Janeiro,23.31S,42.82W
1978-02-01,26.294,Rio De Janeiro,23.31S,42.82W
1978-03-01,26.357,Rio De Janeiro,23.31S,42.82W
1978-04-01,24.138,Rio De Janeiro,23.31S,42.82W
1978-05-01,23.573,Rio De Janeiro,23.31S,42.82W
1978-06-01,22.546,Rio De Janeiro,23.31S,42.82W
1978-07-01,23.851,Rio De Janeiro,23.31S,42.82W
1978-08-01,22.359,Rio De Janeiro,23.31S,42.82W
1978-09-01,22.316,Rio De Janeiro,23.31S,42.82W
1978-10-01,22.51,Rio De Janeiro,23.31S,42.82W
1978-11-01,23.592,Rio De Janeiro,23.31S,42.82W
1978-12-01,24.344,Rio De Janeiro,23.31S,42.82W
1979-01-01,23.481,Rio De Janeiro,23.31S,42.82W
1979-02-01,25.592,Rio De Janeiro,23.31S,42.82W
1979-03-01,25.236,Rio De Janeiro,23.31S,42.82W
1979-04-01,24.236,Rio De Janeiro,23.31S,42.82W
1979-05-01,24.619,Rio De Janeiro,23.31S,42.82W
1979-06-01,22.514,Rio De Janeiro,23.31S,42.82W
1979-07-01,22.149,Rio De Janeiro,23.31S,42.82W
1979-08-01,23.326,Rio De Janeiro,23.31S,42.82W
1979-09-01,21.619,Rio De Janeiro,23.31S,42.82W
1979-10-01,22.956,Rio De Janeiro,23.31S,42.82W
1979-11-01,22.859,Rio De Janeiro,23.31S,42.82W
1979-12-01,24.749,Rio De Janeiro,23.31S,42.82W
1980-01-01,24.912,Rio De Janeiro,23.31S,42.82W
1980-02-01,26.825,Rio De Janeiro,23.31S,42.82W
1980-03-01,27.709,Rio De Janeiro,23.31S,42.82W
1980-04-01,25.488,Rio De Janeiro,23.31S,42.82W
1980-05-01,25.179,Rio De Janeiro,23.31S,42.82W
1980-06-01,23.466,Rio De Janeiro,23.31S,42.82W
1980-07-01,23.592,Rio De Janeiro,23.31S,42.82W
1980-08-01,23.19,Rio De Janeiro,23.31S,42.82W
1980-09-01,21.308,Rio De Janeiro,23.31S,42.82W
1980-10-01,22.323,Rio De Janeiro,23.31S,42.82W
1980-11-01,22.788,Rio De Janeiro,23.31S,42.82W
1980-12-01,25.402,Rio De Janeiro,23.31S,42.82W
1981-01-01,26.225,Rio De Janeiro,23.31S,42.82W
1981-02-01,27.046,Rio De Janeiro,23.31S,42.82W
1981-03-01,26.361,Rio De Janeiro,23.31S,42.82W
1981-04-01,24.573,Rio De Janeiro,23.31S,42.82W
1981-05-01,24.438,Rio De Janeiro,23.31S,42.82W
1981-06-01,23.114,Rio De Janeiro,23.31S,42.82W
1981-07-01,21.906,Rio De Janeiro,23.31S,42.82W
1981-08-01,22.526,Rio De Janeiro,23.31S,42.82W
1981-09-01,22.913,Rio De Janeiro,23.31S,42.82W
1981-10-01,21.146,Rio De Janeiro,23.31S,42.82W
1981-11-01,23.552,Rio De Janeiro,23.31S,42.82W
1981-12-01,24.418,Rio De Janeiro,23.31S,42.82W
1982-01-01,24.204,Rio De Janeiro,23.31S,42.82W
1982-02-01,26.896,Rio De Janeiro,23.31S,42.82W
1982-03-01,25.618,Rio De Janeiro,23.31S,42.82W
1982-04-01,23.871,Rio De Janeiro,23.31S,42.82W
1982-05-01,23.281,Rio De Janeiro,23.31S,42.82W
1982-06-01,24.68,Rio De Janeiro,23.31S,42.82W
1982-07-01,23.525,Rio De Janeiro,23.31S,42.82W
1982-08-01,23.217,Rio De Janeiro,23.31S,42.82W
1982-09-01,22.13,Rio De Janeiro,23.31S,42.82W
1982-10-01,22.281,Rio De Janeiro,23.31S,42.82W
1982-11-01,24.516,Rio De Janeiro,23.31S,42.82W
1982-12-01,23.999,Rio De Janeiro,23.31S,42.82W
1983-01-01,26.047,Rio De Janeiro,23.31S,42.82W
1983-02-01,27.149,Rio De Janeiro,23.31S,42.82W
1983-03-01,26.258,Rio De Janeiro,23.31S,42.82W
1983-04-01,25.188,Rio De Janeiro,23.31S,42.82W
1983-05-01,25.512,Rio De Janeiro,23.31S,42.82W
1983-06-01,23.738,Rio De Janeiro,23.31S,42.82W
1983-07-01,23.456,Rio De Janeiro,23.31S,42.82W
1983-08-01,21.757,Rio De Janeiro,23.31S,42.82W
1983-09-01,20.548,Rio De Janeiro,23.31S,42.82W
1983-10-01,21.749,Rio De Janeiro,23.31S,42.82W
1983-11-01,23.737,Rio De Janeiro,23.31S,42.82W
1983-12-01,24.59,Rio De Janeiro,23.31S,42.82W
1984-01-01,27.231,Rio De Janeiro,23.31S,42.82W
1984-02-01,27.997,Rio De Janeiro,23.31S,42.82W
1984-03-01,26.561,Rio De Janeiro,23.31S,42.82W
1984-04-01,24.83,Rio De Janeiro,23.31S,42.82W
1984-05-01,26.031,Rio De Janeiro,23.31S,42.82W
1984-06-01,24.897,Rio De Janeiro,23.31S,42.82W
1984-07-01,24.068,Rio De Janeiro,23.31S,42.82W
1984-08-01,21.843,Rio De Janeiro,23.31S,42.82W
1984-09-01,21.751,Rio De Janeiro,23.31S,42.82W
1984-10-01,23.062,Rio De Janeiro,23.31S,42.82W
1984-11-01,23.299,Rio De Janeiro,23.31S,42.82W
1984-12-01,23.831,Rio De Janeiro,23.31S,42.82W
1985-01-01,24.673,Rio De Janeiro,23.31S,42.82W
1985-02-01,27.194,Rio De Janeiro,23.31S,42.82W
1985-03-01,27.031,Rio De Janeiro,23.31S,42.82W
1985-04-01,26.174,Rio De Janeiro,23.31S,42.82W
1985-05-01,23.878,Rio De Janeiro,23.31S,42.82W
1985-06-01,22.798,Rio De Janeiro,23.31S,42.82W
1985-07-01,22.684,Rio De Janeiro,23.31S,42.82W
1985-08-01,23.309,Rio De Janeiro,23.31S,42.82W
1985-09-01,21.649,Rio De Janeiro,23.31S,42.82W
1985-10-01,22.517,Rio De Janeiro,23.31S,42.82W
1985-11-01,23.295,Rio De Janeiro,23.31S,42.82W
1985-12-01,23.95,Rio De Janeiro,23.31S,42.82W
1986-01-01,26.552,Rio De Janeiro,23.31S,42.82W
1986-02-01,27.484,Rio De Janeiro,23.31S,42.82W
1986-03-01,27.087,Rio De Janeiro,23.31S,42.82W
1986-04-01,26.513,Rio De Janeiro,23.31S,42.82W
1986-05-01,25.991,Rio De Janeiro,23.31S,42.82W
1986-06-01,24.048,Rio De Janeiro,23.31S,42.82W
1986-07-01,22.472,Rio De Janeiro,23.31S,42.82W
1986-08-01,23.433,Rio De Janeiro,23.31S,42.82W
1986-09-01,21.952,Rio De Janeiro,23.31S,42.82W
1986-10-01,22.261,Rio De Janeiro,23.31S,42.82W
1986-11-01,24.348,Rio De Janeiro,23.31S,42.82W
1986-12-01,24.915,Rio De Janeiro,23.31S,42.82W
1987-01-01,26.843,Rio De Janeiro,23.31S,42.82W
1987-02-01,27.263,Rio De Janeiro,23.31S,42.82W
1987-03-01,26.243,Rio De Janeiro,23.31S,42.82W
1987-04-01,26.489,Rio De Janeiro,23.31S,42.82W
1987-05-01,24.372,Rio De Janeiro,23.31S,42.82W
1987-06-01,22.931,Rio De Janeiro,23.31S,42.82W
1987-07-01,24.676,Rio De Janeiro,23.31S,42.82W
1987-08-01,22.619,Rio De Janeiro,23.31S,42.82W
1987-09-01,21.612,Rio De Janeiro,23.31S,42.82W
1987-10-01,22.421,Rio De Janeiro,23.31S,42.82W
1987-11-01,23.774,Rio De Janeiro,23.31S,42.82W
1987-12-01,25.3,Rio De Janeiro,23.31S,42.82W
1988-01-01,27.669,Rio De Janeiro,23.31S,42.82W
1988-02-01,26.427,Rio De Janeiro,23.31S,42.82W
1988-03-01,26.811,Rio De Janeiro,23.31S,42.82W
1988-04-01,25.544,Rio De Janeiro,23.31S,42.82W
1988-05-01,24.474,Rio De Janeiro,23.31S,42.82W
1988-06-01,22.378,Rio De Janeiro,23.31S,42.82W
1988-07-01,21.255,Rio De Janeiro,23.31S,42.82W
1988-08-01,22.495,Rio De Janeiro,23.31S,42.82W
1988-09-01,22.462,Rio De Janeiro,23.31S,42.82W
1988-10-01,21.798,Rio De Janeiro,23.31S,42.82W
1988-11-01,22.326,Rio De Janeiro,23.31S,42.82W
1988-12-01,24.376,Rio De Janeiro,23.31S,42.82W
1989-01-01,26.141,Rio De Janeiro,23.31S,42.82W
1989-02-01,26.866,Rio De Janeiro,23.31S,42.82W
1989-03-01,26.915,Rio De Janeiro,23.31S,42.82W
1989-04-01,26.251,Rio De Janeiro,23.31S,42.82W
1989-05-01,23.764,Rio De Janeiro,23.31S,42.82W
1989-06-01,23.411,Rio De Janeiro,23.31S,42.82W
1989-07-01,21.866,Rio De Janeiro,23.31S,42.82W
1989-08-01,22.753,Rio De Janeiro,23.31S,42.82W
1989-09-01,22,Rio De Janeiro,23.31S,42.82W
1989-10-01,21.237,Rio De Janeiro,23.31S,42.82W
1989-11-01,23.351,Rio De Janeiro,23.31S,42.82W
1989-12-01,24.249,Rio De Janeiro,23.31S,42.82W
1990-01-01,27.195,Rio De Janeiro,23.31S,42.82W
1990-02-01,26.876,Rio De Janeiro,23.31S,42.82W
1990-03-01,27.442,Rio De Janeiro,23.31S,42.82W
1990-04-01,27.462,Rio De Janeiro,23.31S,42.82W
1990-05-01,24.153,Rio De Janeiro,23.31S,42.82W
1990-06-01,23.745,Rio De Janeiro,23.31S,42.82W
1990-07-01,22.506,Rio De Janeiro,23.31S,42.82W
1990-08-01,21.662,Rio De Janeiro,23.31S,42.82W
1990-09-01,21.54,Rio De Janeiro,23.31S,42.82W
1990-10-01,23.361,Rio De Janeiro,23.31S,42.82W
1990-11-01,24.965,Rio De Janeiro,23.31S,42.82W
1990-12-01,24.804,Rio De Janeiro,23.31S,42.82W
1991-01-01,25.047,Rio De Janeiro,23.31S,42.82W
1991-02-01,26.641,Rio De Janeiro,23.31S,42.82W
1991-03-01,26.291,Rio De Janeiro,23.31S,42.82W
1991-04-01,25.788,Rio De Janeiro,23.31S,42.82W
1991-05-01,24.663,Rio De Janeiro,23.31S,42.82W
1991-06-01,24.635,Rio De Janeiro,23.31S,42.82W
1991-07-01,22.726,Rio De Janeiro,23.31S,42.82W
1991-08-01,22.449,Rio De Janeiro,23.31S,42.82W
1991-09-01,21.262,Rio De Janeiro,23.31S,42.82W
1991-10-01,22.569,Rio De Janeiro,23.31S,42.82W
1991-11-01,23.203,Rio De Janeiro,23.31S,42.82W
1991-12-01,25.73,Rio De Janeiro,23.31S,42.82W
1992-01-01,25.896,Rio De Janeiro,23.31S,42.82W
1992-02-01,26.371,Rio De Janeiro,23.31S,42.82W
1992-03-01,26.691,Rio De Janeiro,23.31S,42.82W
1992-04-01,25.535,Rio De Janeiro,23.31S,42.82W
1992-05-01,25.314,Rio De Janeiro,23.31S,42.82W
1992-06-01,25.07,Rio De Janeiro,23.31S,42.82W
1992-07-01,22.85,Rio De Janeiro,23.31S,42.82W
1992-08-01,22.018,Rio De Janeiro,23.31S,42.82W
1992-09-01,21.837,Rio De Janeiro,23.31S,42.82W
1992-10-01,22.595,Rio De Janeiro,23.31S,42.82W
1992-11-01,22.682,Rio De Janeiro,23.31S,42.82W
1992-12-01,23.97,Rio De Janeiro,23.31S,42.82W
1993-01-01,26.518,Rio De Janeiro,23.31S,42.82W
1993-02-01,26.833,Rio De Janeiro,23.31S,42.82W
1993-03-01,27.032,Rio De Janeiro,23.31S,42.82W
1993-04-01,26.391,Rio De Janeiro,23.31S,42.82W
1993-05-01,24.547,Rio De Janeiro,23.31S,42.82W
1993-06-01,23.349,Rio De Janeiro,23.31S,42.82W
